Customer_ID,Total_Spend,Avg_Transaction_Value,Transaction_Count,Last_Transaction_Date,Unique_Transaction_Types,Recency,Primary_Transaction_Type,Avg_Satisfaction_Score,Avg_Likelihood_to_Recommend,Is_High_Spender,Loyalty_Index,Income_Level_Group,Primary_Transaction_Type_Encoded
488,11467.0,2866.75,4,2023-04-17 05:00:00,4,102,Bill Payment,9.0,9.0,0,36.0,High,0
489,14060.0,2812.0,5,2023-07-01 10:00:00,3,26,Investment,9.0,6.0,0,45.0,High,1
490,11111.0,2222.2,5,2023-07-24 23:00:00,4,3,Investment,8.0,8.0,0,40.0,Medium,1
491,9085.0,3028.3333333333335,3,2023-07-24 16:00:00,1,3,Bill Payment,4.0,4.0,0,12.0,High,0
492,7652.0,1913.0,4,2023-05-26 12:00:00,3,62,Purchase,7.0,5.0,0,28.0,Low,3
493,8484.0,1414.0,6,2023-07-17 18:00:00,4,10,Investment,1.0,5.0,0,6.0,Low,1
494,21022.0,4204.4,5,2023-06-12 07:00:00,3,46,Bill Payment,7.0,7.0,1,35.0,High,0
495,8772.0,2193.0,4,2023-05-28 00:00:00,3,61,Purchase,6.0,7.0,0,24.0,Medium,3
496,5458.0,1364.5,4,2023-07-04 18:00:00,2,23,Investment,5.0,7.0,0,20.0,Low,1
497,14990.0,2998.0,5,2023-07-19 11:00:00,3,8,Investment,1.0,5.0,0,5.0,High,1
498,18333.0,3055.5,6,2023-05-04 23:00:00,3,84,Investment,8.0,4.0,1,48.0,High,1
499,12058.0,2411.6,5,2023-07-15 07:00:00,3,13,Investment,10.0,8.0,0,50.0,Medium,1
500,24141.0,3448.714285714286,7,2023-07-24 01:00:00,4,4,Purchase,1.0,1.0,1,7.0,High,3
501,14879.0,2975.8,5,2023-07-22 06:00:00,4,6,Investment,1.0,1.0,0,5.0,High,1
502,4006.0,2003.0,2,2023-06-21 17:00:00,2,36,Investment,3.0,6.0,0,6.0,Low,1
503,8494.0,1698.8,5,2023-04-24 06:00:00,3,95,Bill Payment,8.0,2.0,0,40.0,Low,0
504,4149.0,1037.25,4,2023-05-23 06:00:00,3,66,Purchase,8.0,3.0,0,32.0,Low,3
505,4650.0,2325.0,2,2023-06-01 06:00:00,1,57,Loan Payment,7.0,4.0,0,14.0,Medium,2
506,25212.0,2521.2,10,2023-07-16 13:00:00,4,11,Bill Payment,5.0,2.0,1,50.0,Medium,0
507,9194.0,2298.5,4,2023-06-21 09:00:00,3,36,Purchase,8.0,10.0,0,32.0,Medium,3
508,11555.0,2311.0,5,2023-07-03 01:00:00,3,25,Investment,2.0,7.0,0,10.0,Medium,1
509,22654.0,3236.285714285714,7,2023-07-24 19:00:00,3,3,Investment,8.0,10.0,1,56.0,High,1
510,13106.0,3276.5,4,2023-07-15 17:00:00,3,12,Loan Payment,2.0,1.0,0,8.0,High,2
511,27719.0,2771.9,10,2023-07-21 03:00:00,4,7,Bill Payment,10.0,3.0,1,100.0,High,0
512,11031.0,1838.5,6,2023-04-30 00:00:00,4,89,Loan Payment,5.0,2.0,0,30.0,Low,2
513,9863.0,1972.6,5,2023-07-18 17:00:00,3,9,Bill Payment,4.0,9.0,0,20.0,Low,0
514,8702.0,2175.5,4,2023-07-27 08:00:00,3,0,Purchase,1.0,8.0,0,4.0,Medium,3
515,12670.0,3167.5,4,2023-07-18 06:00:00,3,10,Bill Payment,5.0,3.0,0,20.0,High,0
516,24341.0,3477.285714285714,7,2023-07-21 23:00:00,3,6,Bill Payment,7.0,5.0,1,49.0,High,0
517,1303.0,434.3333333333333,3,2023-06-12 15:00:00,3,45,Bill Payment,1.0,3.0,0,3.0,Low,0
518,17706.0,2529.4285714285716,7,2023-07-21 01:00:00,4,7,Investment,2.0,6.0,1,14.0,Medium,1
519,21687.0,3098.1428571428573,7,2023-07-26 11:00:00,4,1,Bill Payment,9.0,5.0,1,63.0,High,0
520,26378.0,3297.25,8,2023-07-13 13:00:00,4,14,Investment,5.0,2.0,1,40.0,High,1
521,8481.0,2827.0,3,2023-06-21 10:00:00,2,36,Investment,7.0,10.0,0,21.0,High,1
522,23279.0,2586.5555555555557,9,2023-07-13 23:00:00,4,14,Loan Payment,2.0,8.0,1,18.0,Medium,2
523,7721.0,2573.6666666666665,3,2023-06-14 07:00:00,2,44,Investment,7.0,6.0,0,21.0,Medium,1
524,6355.0,2118.3333333333335,3,2023-03-25 11:00:00,3,124,Bill Payment,7.0,3.0,0,21.0,Low,0
525,17537.0,2192.125,8,2023-07-14 09:00:00,3,13,Bill Payment,7.0,1.0,1,56.0,Medium,0
526,15809.0,2258.4285714285716,7,2023-07-23 11:00:00,3,4,Loan Payment,5.0,5.0,0,35.0,Medium,2
527,16417.0,1824.111111111111,9,2023-07-25 16:00:00,4,2,Bill Payment,9.0,2.0,0,81.0,Low,0
528,18764.0,2680.5714285714284,7,2023-05-31 17:00:00,4,57,Bill Payment,2.0,2.0,1,14.0,Medium,0
529,12706.0,2541.2,5,2023-07-20 09:00:00,2,7,Loan Payment,4.0,9.0,0,20.0,Medium,2
530,37281.0,3389.181818181818,11,2023-07-09 04:00:00,3,19,Bill Payment,10.0,10.0,1,110.0,High,0
531,9910.0,1982.0,5,2023-04-17 08:00:00,3,101,Purchase,8.0,7.0,0,40.0,Low,3
532,7664.0,1532.8,5,2023-06-05 20:00:00,3,52,Bill Payment,1.0,6.0,0,5.0,Low,0
533,14481.0,2068.714285714286,7,2023-07-13 06:00:00,4,15,Purchase,9.0,1.0,0,63.0,Low,3
534,12608.0,2521.6,5,2023-07-16 16:00:00,3,11,Bill Payment,5.0,10.0,0,25.0,Medium,0
535,17520.0,3504.0,5,2023-07-26 21:00:00,3,1,Bill Payment,3.0,2.0,1,15.0,High,0
536,11304.0,2826.0,4,2023-07-07 19:00:00,3,20,Bill Payment,4.0,7.0,0,16.0,High,0
537,18226.0,2603.714285714286,7,2023-07-27 04:00:00,3,1,Loan Payment,1.0,3.0,1,7.0,Medium,2
538,15006.0,3001.2,5,2023-07-23 01:00:00,3,5,Investment,6.0,2.0,0,30.0,High,1
539,8159.0,2719.6666666666665,3,2023-03-13 21:00:00,2,136,Investment,8.0,6.0,0,24.0,Medium,1
540,12452.0,1778.857142857143,7,2023-05-17 12:00:00,4,71,Bill Payment,2.0,8.0,0,14.0,Low,0
541,11978.0,2994.5,4,2023-06-15 01:00:00,2,43,Bill Payment,2.0,8.0,0,8.0,High,0
542,18395.0,2299.375,8,2023-07-26 14:00:00,4,1,Purchase,9.0,2.0,1,72.0,Medium,3
543,13713.0,2742.6,5,2023-07-18 02:00:00,3,10,Loan Payment,5.0,6.0,0,25.0,Medium,2
544,10169.0,2033.8,5,2023-07-04 05:00:00,2,24,Bill Payment,5.0,5.0,0,25.0,Low,0
545,3859.0,1929.5,2,2023-07-16 05:00:00,2,12,Bill Payment,1.0,7.0,0,2.0,Low,0
546,4074.0,2037.0,2,2023-06-12 08:00:00,2,45,Loan Payment,6.0,4.0,0,12.0,Low,2
547,1860.0,620.0,3,2023-07-08 14:00:00,2,19,Loan Payment,8.0,2.0,0,24.0,Low,2
548,14860.0,2122.8571428571427,7,2023-07-24 00:00:00,4,4,Loan Payment,6.0,10.0,0,42.0,Low,2
549,14506.0,3626.5,4,2023-07-03 16:00:00,2,24,Loan Payment,7.0,3.0,0,28.0,High,2
550,12162.0,2432.4,5,2023-03-27 08:00:00,3,122,Bill Payment,4.0,9.0,0,20.0,Medium,0
551,820.0,820.0,1,2023-05-17 03:00:00,1,72,Loan Payment,2.0,10.0,0,2.0,Low,2
552,10923.0,2730.75,4,2023-07-02 14:00:00,2,25,Purchase,1.0,8.0,0,4.0,Medium,3
553,8231.0,2057.75,4,2023-07-19 16:00:00,3,8,Purchase,6.0,9.0,0,24.0,Low,3
554,8542.0,4271.0,2,2023-04-06 22:00:00,2,112,Investment,9.0,5.0,0,18.0,High,1
555,15942.0,2657.0,6,2023-07-04 15:00:00,3,23,Loan Payment,10.0,5.0,0,60.0,Medium,2
556,2167.0,2167.0,1,2023-01-19 08:00:00,1,189,Loan Payment,5.0,7.0,0,5.0,Low,2
557,19825.0,2478.125,8,2023-07-17 03:00:00,4,11,Loan Payment,2.0,7.0,1,16.0,Medium,2
558,3448.0,1149.3333333333333,3,2023-06-21 08:00:00,2,36,Purchase,1.0,1.0,0,3.0,Low,3
559,13937.0,3484.25,4,2023-04-11 18:00:00,2,107,Investment,6.0,5.0,0,24.0,High,1
560,13417.0,2236.1666666666665,6,2023-07-15 01:00:00,4,13,Loan Payment,4.0,8.0,0,24.0,Medium,2
561,10949.0,1824.8333333333333,6,2023-06-28 10:00:00,3,29,Loan Payment,7.0,7.0,0,42.0,Low,2
562,14001.0,2333.5,6,2023-07-18 13:00:00,4,9,Investment,9.0,2.0,0,54.0,Medium,1
563,9270.0,3090.0,3,2023-06-03 17:00:00,3,54,Bill Payment,8.0,8.0,0,24.0,High,0
564,4292.0,1430.6666666666667,3,2023-05-03 19:00:00,1,85,Investment,9.0,2.0,0,27.0,Low,1
565,13240.0,1891.4285714285713,7,2023-07-08 05:00:00,4,20,Bill Payment,7.0,10.0,0,49.0,Low,0
566,8172.0,1634.4,5,2023-07-09 23:00:00,4,18,Loan Payment,10.0,1.0,0,50.0,Low,2
567,14278.0,2855.6,5,2023-07-15 11:00:00,3,12,Loan Payment,8.0,3.0,0,40.0,High,2
568,14295.0,2382.5,6,2023-07-18 09:00:00,3,9,Bill Payment,8.0,3.0,0,48.0,Medium,0
569,11112.0,2778.0,4,2023-02-28 16:00:00,3,149,Investment,1.0,6.0,0,4.0,High,1
570,19371.0,2767.285714285714,7,2023-07-12 13:00:00,3,15,Loan Payment,9.0,3.0,1,63.0,High,2
571,7321.0,3660.5,2,2023-05-14 17:00:00,2,74,Loan Payment,2.0,7.0,0,4.0,High,2
572,2123.0,2123.0,1,2023-03-02 22:00:00,1,147,Purchase,7.0,8.0,0,7.0,Low,3
573,16093.0,4023.25,4,2023-07-18 12:00:00,3,9,Bill Payment,10.0,3.0,0,40.0,High,0
574,16535.0,4133.75,4,2023-07-09 16:00:00,3,18,Bill Payment,10.0,9.0,1,40.0,High,0
575,21227.0,2653.375,8,2023-07-17 21:00:00,3,10,Bill Payment,5.0,1.0,1,40.0,Medium,0
576,14456.0,3614.0,4,2023-05-16 03:00:00,3,73,Investment,4.0,3.0,0,16.0,High,1
577,13368.0,2673.6,5,2023-07-22 15:00:00,4,5,Bill Payment,1.0,3.0,0,5.0,Medium,0
578,6648.0,2216.0,3,2023-07-11 18:00:00,2,16,Investment,1.0,7.0,0,3.0,Medium,1
579,20309.0,2538.625,8,2023-07-26 20:00:00,4,1,Bill Payment,3.0,5.0,1,24.0,Medium,0
580,11092.0,2773.0,4,2023-07-11 15:00:00,2,16,Bill Payment,1.0,4.0,0,4.0,High,0
581,11988.0,1712.5714285714287,7,2023-07-01 15:00:00,4,26,Bill Payment,8.0,2.0,0,56.0,Low,0
582,7632.0,3816.0,2,2023-07-13 03:00:00,2,15,Bill Payment,3.0,7.0,0,6.0,High,0
583,20279.0,3379.8333333333335,6,2023-05-22 09:00:00,4,66,Bill Payment,10.0,3.0,1,60.0,High,0
584,19940.0,2848.5714285714284,7,2023-07-27 13:00:00,4,0,Bill Payment,2.0,7.0,1,14.0,High,0
585,3035.0,1517.5,2,2023-07-06 02:00:00,2,22,Investment,6.0,10.0,0,12.0,Low,1
586,12796.0,2559.2,5,2023-07-22 08:00:00,4,5,Purchase,4.0,7.0,0,20.0,Medium,3
587,17793.0,2541.8571428571427,7,2023-07-23 16:00:00,4,4,Bill Payment,4.0,2.0,1,28.0,Medium,0
588,10806.0,3602.0,3,2023-06-23 04:00:00,2,35,Investment,2.0,7.0,0,6.0,High,1
589,9702.0,3234.0,3,2023-07-16 18:00:00,2,11,Loan Payment,2.0,6.0,0,6.0,High,2
590,15685.0,1960.625,8,2023-05-20 22:00:00,3,68,Bill Payment,6.0,10.0,0,48.0,Low,0
591,21291.0,3041.5714285714284,7,2023-07-18 22:00:00,4,9,Bill Payment,5.0,4.0,1,35.0,High,0
592,7200.0,1800.0,4,2023-06-11 18:00:00,3,46,Loan Payment,9.0,5.0,0,36.0,Low,2
593,6056.0,2018.6666666666667,3,2023-06-02 22:00:00,2,55,Purchase,4.0,8.0,0,12.0,Low,3
594,16448.0,2741.3333333333335,6,2023-07-27 20:00:00,4,0,Loan Payment,5.0,5.0,1,30.0,Medium,2
595,7596.0,1899.0,4,2023-05-11 11:00:00,1,77,Bill Payment,1.0,3.0,0,4.0,Low,0
596,13546.0,2257.6666666666665,6,2023-06-08 06:00:00,4,50,Bill Payment,2.0,2.0,0,12.0,Medium,0
597,10589.0,2647.25,4,2023-06-16 12:00:00,3,41,Bill Payment,3.0,6.0,0,12.0,Medium,0
598,12403.0,2480.6,5,2023-07-23 00:00:00,3,5,Investment,5.0,6.0,0,25.0,Medium,1
599,13048.0,1631.0,8,2023-06-27 19:00:00,4,30,Bill Payment,5.0,7.0,0,40.0,Low,0
600,6466.0,2155.3333333333335,3,2023-07-07 04:00:00,1,21,Bill Payment,4.0,8.0,0,12.0,Low,0
601,5570.0,1856.6666666666667,3,2023-06-04 16:00:00,2,53,Purchase,10.0,4.0,0,30.0,Low,3
602,3927.0,1309.0,3,2023-06-20 04:00:00,2,38,Loan Payment,3.0,8.0,0,9.0,Low,2
603,13556.0,3389.0,4,2023-06-26 02:00:00,3,32,Loan Payment,9.0,1.0,0,36.0,High,2
604,2598.0,866.0,3,2023-06-13 04:00:00,3,45,Investment,1.0,6.0,0,3.0,Low,1
605,5114.0,1022.8,5,2023-07-17 10:00:00,3,10,Bill Payment,6.0,6.0,0,30.0,Low,0
606,11607.0,1934.5,6,2023-07-27 16:00:00,3,0,Loan Payment,7.0,3.0,0,42.0,Low,2
607,7925.0,3962.5,2,2023-07-01 16:00:00,2,26,Investment,10.0,9.0,0,20.0,High,1
608,7577.0,2525.6666666666665,3,2023-04-08 06:00:00,3,111,Bill Payment,4.0,5.0,0,12.0,Medium,0
609,5853.0,1951.0,3,2023-06-07 02:00:00,3,51,Bill Payment,10.0,1.0,0,30.0,Low,0
610,24470.0,2718.8888888888887,9,2023-06-20 01:00:00,4,38,Investment,3.0,7.0,1,27.0,Medium,1
611,11889.0,2972.25,4,2023-05-09 22:00:00,3,79,Loan Payment,8.0,10.0,0,32.0,High,2
612,3002.0,1501.0,2,2023-02-17 19:00:00,2,160,Investment,9.0,3.0,0,18.0,Low,1
613,16766.0,4191.5,4,2023-05-17 05:00:00,3,72,Investment,1.0,10.0,1,4.0,High,1
614,17075.0,2134.375,8,2023-06-17 22:00:00,4,40,Bill Payment,10.0,10.0,1,80.0,Low,0
615,6589.0,1647.25,4,2023-07-21 13:00:00,2,6,Purchase,9.0,4.0,0,36.0,Low,3
616,7965.0,2655.0,3,2023-06-26 16:00:00,2,31,Loan Payment,7.0,6.0,0,21.0,Medium,2
617,6746.0,1686.5,4,2023-07-15 02:00:00,2,13,Bill Payment,1.0,8.0,0,4.0,Low,0
618,27892.0,3984.5714285714284,7,2023-06-17 03:00:00,3,41,Bill Payment,7.0,4.0,1,49.0,High,0
619,7293.0,2431.0,3,2023-04-10 23:00:00,2,108,Investment,5.0,9.0,0,15.0,Medium,1
620,14011.0,1751.375,8,2023-06-13 05:00:00,3,45,Loan Payment,10.0,8.0,0,80.0,Low,2
621,12578.0,2515.6,5,2023-04-12 20:00:00,2,106,Loan Payment,7.0,10.0,0,35.0,Medium,2
622,9288.0,3096.0,3,2023-07-24 13:00:00,1,3,Loan Payment,9.0,10.0,0,27.0,High,2
623,14322.0,2864.4,5,2023-06-01 23:00:00,3,56,Investment,8.0,6.0,0,40.0,High,1
624,4398.0,1466.0,3,2023-06-07 11:00:00,2,50,Loan Payment,6.0,7.0,0,18.0,Low,2
625,20308.0,2538.5,8,2023-07-18 01:00:00,2,10,Loan Payment,2.0,8.0,1,16.0,Medium,2
626,17690.0,2527.1428571428573,7,2023-07-03 08:00:00,4,24,Purchase,8.0,2.0,1,56.0,Medium,3
627,14190.0,2027.142857142857,7,2023-07-15 19:00:00,4,12,Bill Payment,4.0,5.0,0,28.0,Low,0
628,13748.0,3437.0,4,2023-07-18 00:00:00,3,10,Investment,8.0,7.0,0,32.0,High,1
629,8584.0,1716.8,5,2023-07-24 20:00:00,3,3,Loan Payment,7.0,8.0,0,35.0,Low,2
630,5663.0,1887.6666666666667,3,2023-06-30 23:00:00,2,27,Purchase,4.0,5.0,0,12.0,Low,3
631,6444.0,3222.0,2,2023-05-14 22:00:00,2,74,Investment,8.0,3.0,0,16.0,High,1
632,10357.0,2589.25,4,2023-05-25 02:00:00,2,64,Loan Payment,2.0,6.0,0,8.0,Medium,2
633,11978.0,2395.6,5,2023-07-10 06:00:00,3,18,Investment,9.0,5.0,0,45.0,Medium,1
634,13731.0,3432.75,4,2023-07-24 18:00:00,3,3,Bill Payment,6.0,8.0,0,24.0,High,0
635,6677.0,1669.25,4,2023-07-11 21:00:00,2,16,Bill Payment,7.0,9.0,0,28.0,Low,0
636,5858.0,1952.6666666666667,3,2023-05-15 09:00:00,2,73,Bill Payment,10.0,9.0,0,30.0,Low,0
637,7815.0,2605.0,3,2023-06-26 04:00:00,2,32,Bill Payment,1.0,6.0,0,3.0,Medium,0
638,9274.0,2318.5,4,2023-06-26 06:00:00,3,32,Purchase,3.0,4.0,0,12.0,Medium,3
639,14355.0,2050.714285714286,7,2023-07-02 18:00:00,4,25,Bill Payment,10.0,4.0,0,70.0,Low,0
640,15154.0,2525.6666666666665,6,2023-07-27 18:00:00,4,0,Investment,5.0,9.0,0,30.0,Medium,1
641,16720.0,3344.0,5,2023-06-08 17:00:00,2,49,Loan Payment,7.0,4.0,1,35.0,High,2
642,2524.0,1262.0,2,2023-04-05 20:00:00,2,113,Investment,1.0,8.0,0,2.0,Low,1
643,8432.0,1686.4,5,2023-06-03 22:00:00,2,54,Purchase,9.0,9.0,0,45.0,Low,3
644,14752.0,2458.6666666666665,6,2023-06-28 17:00:00,4,29,Loan Payment,5.0,5.0,0,30.0,Medium,2
645,5990.0,1198.0,5,2023-07-12 08:00:00,3,15,Bill Payment,3.0,6.0,0,15.0,Low,0
646,17128.0,2446.8571428571427,7,2023-07-16 14:00:00,3,11,Purchase,7.0,3.0,1,49.0,Medium,3
647,11149.0,1858.1666666666667,6,2023-07-04 03:00:00,4,24,Bill Payment,10.0,5.0,0,60.0,Low,0
648,12055.0,2411.0,5,2023-07-17 06:00:00,3,11,Bill Payment,8.0,5.0,0,40.0,Medium,0
649,27399.0,2490.818181818182,11,2023-07-17 19:00:00,4,10,Bill Payment,10.0,2.0,1,110.0,Medium,0
650,3016.0,1005.3333333333334,3,2023-06-27 08:00:00,3,30,Investment,10.0,10.0,0,30.0,Low,1
651,6215.0,2071.6666666666665,3,2023-03-19 19:00:00,2,130,Investment,3.0,6.0,0,9.0,Low,1
652,10844.0,2168.8,5,2023-07-12 11:00:00,4,15,Purchase,7.0,9.0,0,35.0,Medium,3
653,9659.0,3219.6666666666665,3,2023-06-22 08:00:00,3,35,Bill Payment,7.0,7.0,0,21.0,High,0
654,12576.0,2096.0,6,2023-07-09 08:00:00,4,18,Investment,4.0,8.0,0,24.0,Low,1
655,9145.0,2286.25,4,2023-06-12 05:00:00,3,46,Investment,10.0,2.0,0,40.0,Medium,1
656,15449.0,3089.8,5,2023-06-26 23:00:00,4,31,Investment,9.0,9.0,0,45.0,High,1
657,11565.0,2313.0,5,2023-06-17 21:00:00,4,40,Purchase,1.0,3.0,0,5.0,Medium,3
658,10600.0,2120.0,5,2023-06-11 00:00:00,3,47,Investment,1.0,10.0,0,5.0,Low,1
659,12733.0,1819.0,7,2023-07-25 08:00:00,4,2,Bill Payment,5.0,5.0,0,35.0,Low,0
660,6042.0,2014.0,3,2023-05-05 03:00:00,2,84,Purchase,6.0,7.0,0,18.0,Low,3
661,5385.0,1346.25,4,2023-07-12 14:00:00,2,15,Bill Payment,10.0,4.0,0,40.0,Low,0
662,7925.0,3962.5,2,2023-06-06 13:00:00,1,51,Loan Payment,9.0,7.0,0,18.0,High,2
663,8720.0,1744.0,5,2023-07-16 09:00:00,3,11,Investment,5.0,8.0,0,25.0,Low,1
664,19762.0,2823.1428571428573,7,2023-07-23 14:00:00,4,4,Bill Payment,7.0,10.0,1,49.0,High,0
665,8068.0,2689.3333333333335,3,2023-06-17 16:00:00,3,40,Bill Payment,1.0,10.0,0,3.0,Medium,0
666,10534.0,2633.5,4,2023-06-17 08:00:00,3,40,Investment,2.0,4.0,0,8.0,Medium,1
667,11613.0,1935.5,6,2023-06-27 18:00:00,4,30,Loan Payment,4.0,5.0,0,24.0,Low,2
668,4688.0,1562.6666666666667,3,2023-07-17 12:00:00,3,10,Investment,9.0,3.0,0,27.0,Low,1
669,8914.0,1273.4285714285713,7,2023-06-29 03:00:00,4,29,Bill Payment,5.0,5.0,0,35.0,Low,0
670,20177.0,2522.125,8,2023-07-21 15:00:00,3,6,Bill Payment,5.0,8.0,1,40.0,Medium,0
671,10856.0,1809.3333333333333,6,2023-06-25 19:00:00,4,32,Loan Payment,9.0,3.0,0,54.0,Low,2
672,2238.0,1119.0,2,2023-06-25 07:00:00,1,33,Purchase,8.0,5.0,0,16.0,Low,3
673,9718.0,2429.5,4,2023-07-23 12:00:00,2,4,Investment,2.0,10.0,0,8.0,Medium,1
674,8925.0,2231.25,4,2023-04-27 12:00:00,3,91,Purchase,7.0,1.0,0,28.0,Medium,3
675,11196.0,1866.0,6,2023-06-27 01:00:00,4,31,Investment,1.0,2.0,0,6.0,Low,1
676,13983.0,2796.6,5,2023-05-31 14:00:00,4,57,Investment,10.0,3.0,0,50.0,High,1
677,12107.0,2421.4,5,2023-05-08 18:00:00,3,80,Bill Payment,9.0,1.0,0,45.0,Medium,0
678,22227.0,3704.5,6,2023-07-05 18:00:00,3,22,Purchase,3.0,9.0,1,18.0,High,3
679,14185.0,2837.0,5,2023-07-06 21:00:00,3,21,Loan Payment,2.0,9.0,0,10.0,High,2
680,10966.0,2193.2,5,2023-07-17 07:00:00,3,11,Loan Payment,4.0,5.0,0,20.0,Medium,2
681,7905.0,3952.5,2,2023-02-21 03:00:00,2,157,Investment,4.0,4.0,0,8.0,High,1
682,1846.0,1846.0,1,2023-02-27 10:00:00,1,150,Loan Payment,3.0,5.0,0,3.0,Low,2
683,15874.0,3174.8,5,2023-07-06 07:00:00,3,22,Purchase,2.0,4.0,0,10.0,High,3
684,19318.0,2146.4444444444443,9,2023-06-22 22:00:00,4,35,Loan Payment,5.0,5.0,1,45.0,Low,2
685,14264.0,2377.3333333333335,6,2023-04-28 15:00:00,3,90,Purchase,4.0,7.0,0,24.0,Medium,3
686,15098.0,2516.3333333333335,6,2023-06-14 19:00:00,4,43,Loan Payment,5.0,8.0,0,30.0,Medium,2
687,11485.0,2871.25,4,2023-07-18 15:00:00,4,9,Bill Payment,8.0,2.0,0,32.0,High,0
688,8128.0,2032.0,4,2023-06-18 02:00:00,4,40,Bill Payment,2.0,4.0,0,8.0,Low,0
689,9914.0,3304.6666666666665,3,2023-07-16 15:00:00,2,11,Bill Payment,9.0,8.0,0,27.0,High,0
690,26958.0,2995.3333333333335,9,2023-07-10 07:00:00,3,18,Loan Payment,10.0,7.0,1,90.0,High,2
691,15648.0,3129.6,5,2023-05-23 19:00:00,4,65,Loan Payment,1.0,9.0,0,5.0,High,2
692,17767.0,3553.4,5,2023-07-16 07:00:00,3,12,Investment,8.0,5.0,1,40.0,High,1
693,3014.0,1507.0,2,2023-07-11 09:00:00,2,16,Bill Payment,5.0,6.0,0,10.0,Low,0
694,17270.0,2467.1428571428573,7,2023-07-28 05:00:00,3,0,Bill Payment,2.0,8.0,1,14.0,Medium,0
695,17819.0,2969.8333333333335,6,2023-06-15 18:00:00,4,42,Bill Payment,8.0,5.0,1,48.0,High,0
696,8409.0,2803.0,3,2023-05-23 05:00:00,2,66,Purchase,5.0,9.0,0,15.0,High,3
697,3195.0,639.0,5,2023-06-07 13:00:00,3,50,Bill Payment,10.0,4.0,0,50.0,Low,0
698,16001.0,2285.8571428571427,7,2023-05-13 07:00:00,3,76,Investment,10.0,8.0,0,70.0,Medium,1
699,5221.0,1305.25,4,2023-06-26 12:00:00,2,31,Investment,6.0,3.0,0,24.0,Low,1
700,1669.0,834.5,2,2023-03-13 04:00:00,2,137,Bill Payment,7.0,5.0,0,14.0,Low,0
701,11640.0,2328.0,5,2023-07-26 22:00:00,3,1,Loan Payment,4.0,8.0,0,20.0,Medium,2
702,32812.0,2524.0,13,2023-07-19 03:00:00,4,9,Purchase,10.0,10.0,1,130.0,Medium,3
703,3448.0,1149.3333333333333,3,2023-05-31 00:00:00,3,58,Bill Payment,6.0,7.0,0,18.0,Low,0
704,16017.0,2288.1428571428573,7,2023-06-22 01:00:00,3,36,Purchase,10.0,1.0,0,70.0,Medium,3
705,15569.0,2224.1428571428573,7,2023-07-01 04:00:00,4,27,Bill Payment,8.0,4.0,0,56.0,Medium,0
706,10767.0,3589.0,3,2023-05-11 04:00:00,2,78,Bill Payment,1.0,2.0,0,3.0,High,0
707,6935.0,2311.6666666666665,3,2023-07-03 07:00:00,3,25,Bill Payment,2.0,2.0,0,6.0,Medium,0
708,6181.0,2060.3333333333335,3,2023-04-23 05:00:00,3,96,Bill Payment,8.0,7.0,0,24.0,Low,0
709,10751.0,2687.75,4,2023-04-06 20:00:00,4,112,Bill Payment,7.0,3.0,0,28.0,Medium,0
710,13813.0,3453.25,4,2023-06-01 00:00:00,3,57,Loan Payment,10.0,3.0,0,40.0,High,2
711,5461.0,1820.3333333333333,3,2023-05-26 20:00:00,2,62,Purchase,9.0,6.0,0,27.0,Low,3
712,2890.0,1445.0,2,2023-04-28 11:00:00,2,90,Investment,2.0,6.0,0,4.0,Low,1
713,6541.0,1635.25,4,2023-06-10 21:00:00,3,47,Purchase,8.0,1.0,0,32.0,Low,3
714,6066.0,2022.0,3,2023-07-08 21:00:00,2,19,Purchase,6.0,1.0,0,18.0,Low,3
715,7351.0,1470.2,5,2023-04-30 16:00:00,4,88,Investment,1.0,6.0,0,5.0,Low,1
716,15249.0,2541.5,6,2023-07-16 19:00:00,4,11,Loan Payment,4.0,7.0,0,24.0,Medium,2
717,22104.0,2763.0,8,2023-06-21 05:00:00,4,37,Loan Payment,2.0,9.0,1,16.0,High,2
718,9540.0,1908.0,5,2023-05-07 01:00:00,2,82,Investment,7.0,4.0,0,35.0,Low,1
719,8705.0,1741.0,5,2023-07-13 16:00:00,2,14,Purchase,9.0,10.0,0,45.0,Low,3
720,9704.0,4852.0,2,2023-07-14 11:00:00,2,13,Bill Payment,6.0,6.0,0,12.0,High,0
721,16603.0,2767.1666666666665,6,2023-07-19 13:00:00,4,8,Bill Payment,4.0,3.0,1,24.0,High,0
722,19268.0,2752.5714285714284,7,2023-05-23 00:00:00,2,66,Purchase,5.0,4.0,1,35.0,Medium,3
723,6266.0,2088.6666666666665,3,2023-06-09 18:00:00,2,48,Purchase,1.0,9.0,0,3.0,Low,3
724,11026.0,2205.2,5,2023-07-09 22:00:00,3,18,Bill Payment,4.0,1.0,0,20.0,Medium,0
725,14558.0,2426.3333333333335,6,2023-06-09 01:00:00,3,49,Purchase,10.0,5.0,0,60.0,Medium,3
726,22968.0,2871.0,8,2023-07-15 18:00:00,3,12,Purchase,3.0,7.0,1,24.0,High,3
727,12687.0,2537.4,5,2023-07-23 18:00:00,3,4,Loan Payment,9.0,3.0,0,45.0,Medium,2
728,14105.0,2015.0,7,2023-06-19 22:00:00,3,38,Bill Payment,6.0,2.0,0,42.0,Low,0
729,4559.0,4559.0,1,2023-07-22 03:00:00,1,6,Investment,4.0,2.0,0,4.0,High,1
